sku;title;descrFiscal;ean;dun;marca_original;classe;conservacao;pesoLiquido;pesoBruto;url
390163;MARGARINA COM SAL POTE (500G) - PRIMOR;A Margarina com Sal Primor é uma opção versátil para cozinhar, assar e finalizar receitas. Com textura cremosa e sabor equilibrado, atende desde o consumo doméstico até operações profissionais. Quantidade Mínima da Caixa: 1 | Quantidade Máxima da Caixa: 12;0789490427172;;PRIMOR;Outros;Resfriado;500 g;6.000 kg (Caixa);https://www.friboionline.com.br/product/margarina-com-sal-pote-500g-primor-industrializado-resfriado/390163
390164;MARGARINA COM SAL POTE (250G) - PRIMOR;A Margarina com Sal Primor é ideal para o preparo de receitas, pães, bolos e uso no dia a dia. Com sabor equilibrado e excelente cremosidade, atende varejo, padarias e food service que buscam praticidade e rendimento. Quantidade Mínima da Caixa: 1 | Quantidade Máxima da Caixa: 24;0789490427173;;PRIMOR;Outros;Resfriado;250 g;6.000 kg (Caixa);https://www.friboionline.com.br/product/margarina-com-sal-pote-250g-primor-industrializado-resfriado/390164
390194;BRÓCOLIS PACOTE (1,1KG) - EASYCHEF;O Brócolis Pacote (1,1kg) EasyChef é ideal para estabelecimentos que buscam praticidade e qualidade. Congelado e pronto para uso, mantém o frescor e a crocância, sendo perfeito para restaurantes, lanchonetes e cozinhas industriais que desejam oferecer acompanhamentos saudáveis e saborosos no cardápio. Quantidade Mínima da Caixa: 10 | Quantidade Máxima da Caixa: 10;0789680741680;;EASYCHEF;Outros;Congelado;1.1 kg;11.000 kg (Caixa);https://www.friboionline.com.br/product/brocolis-pacote-1-1kg-easychef-vegetal-congelado/390194
390195;COUVE-FLOR PACOTE (1,1KG) - EASYCHEF;A Couve-flor EasyChef é prática, higienizada e pronta para uso. Ideal para refogados, acompanhamentos e pratos saudáveis. Produto congelado em pacote, garantindo conveniência e redução de perdas. Quantidade Mínima da Caixa: 10 | Quantidade Máxima da Caixa: 10;0789680741682;;EASYCHEF;Outros;Congelado;1.1 kg;11.000 kg (Caixa);https://www.friboionline.com.br/product/couve-flor-pacote-11kg-easychef-vegetal-congelado/390195
390196;MILHO VERDE PACOTE (1,1KG) - EASYCHEF;O Milho Verde Pacote (1,1kg) da Easychef é uma opção prática e saborosa para suas receitas. Com 10 unidades por caixa, esse vegetal é congelado, preservando sua qualidade e frescura. Ideal para sopas, saladas ou acompanhamentos, o milho verde traz um toque de doçura e crocância a diversos pratos. Aproveite a praticidade e o sabor desse ingrediente versátil em suas preparações diárias. Quantidade Mínima da Caixa: 10 | Quantidade Máxima da Caixa: 10;0789680741684;;EASYCHEF;Outros;Congelado;1.1 kg;11.000 kg (Caixa);https://www.friboionline.com.br/product/milho-verde-pacote-1-1kg-easychef-vegetal-congelado/390196
390197;JARDINEIRA PACOTE (1,1KG) - EASYCHEF;Jardineira congelada (1,1kg), prática e versátil para acompanhamentos ou preparos variados, garantindo qualidade e sabor no seu estabelecimento. Quantidade Mínima da Caixa: 10 | Quantidade Máxima da Caixa: 10;0789680741685;;EASYCHEF;Outros;Congelado;1.1 kg;11.000 kg (Caixa);https://www.friboionline.com.br/product/jardineira-pacote-1-1kg-easychef-vegetal-congelado/390197
390199;FEIJOADA (430G) - BORDON;A Feijoada Bordon de 430g é uma deliciosa opção de prato pronto, contendo sabor e tradição. Este prato é preparado com ingredientes selecionados, garantindo uma combinação perfeita de sabores. Armazenada em temperatura ambiente, proporciona facilidade e conveniência para aqueles que buscam um sabor autêntico em uma refeição prática.;0789603122458;;BORDON;Outros;Temperatura Ambiente;430 g;10.320 kg (Caixa);https://www.friboionline.com.br/product/feijoada-430g-bordon-industrializado-ambiente/390199
390239;FILÉ DE PEITO EM BIFES IQF PACOTE (1KG) - C.VALE;O filé de peito em bifes IQF oferece cortes padronizados que facilitam o preparo e o controle de porções. Com textura macia e sabor suave, é ideal para grelhados, frituras e assados. O congelamento individual preserva a qualidade e proporciona praticidade no armazenamento. Origem: Ave | Quantidade Mínima da Caixa: 15 | Quantidade Máxima da Caixa: 15;0789629538124;;C.VALE;Aves;Congelado;1 kg;15.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-peito-em-bifes-iqf-pacote-1kg-cvale-ave-congelado/390239
390241;FILÉ DE PEITO BANDEJA (1KG) - C.VALE;O Filé de Peito Bandeja (1kg) da C.Vale é uma excelente opção para quem busca praticidade e sabor na cozinha. Com 12 unidades por caixa, esse corte de frango é congelado, garantindo frescura e qualidade. Versátil e nutritivo, é ideal para grelhar, assar ou fazer refogados, proporcionando refeições rápidas e saudáveis. Descubra a versatilidade desse filé em suas receitas do dia a dia. Origem: Ave | Quantidade Mínima da Caixa: 12 | Quantidade Máxima da Caixa: 12;0789629538196;;C.VALE;Aves;Congelado;1 kg;12.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-peito-bandeja-1kg-cvale-ave-congelado/390241
390242;FILÉZINHO DE FRANGO EMPANADO (1KG) - C.VALE;O filézinho de frango empanado congelado em pacote de 1kg é indicado para estabelecimentos que necessitam de cortes padronizados e prontos para preparo rápido. Mantém sabor, crocância e textura uniforme, sendo perfeito para frituras, grelhados ou preparações rápidas, garantindo praticidade e consistência. Quantidade Mínima da Caixa: 10 | Quantidade Máxima da Caixa: 10;0789629533522;;C.VALE;Aves;Congelado;1 kg;10.000 kg (Caixa);https://www.friboionline.com.br/product/filezinho-de-frango-empanado-1kg-cvale-industrializado-congelado/390242
390250;ALMÔNDEGA AO MOLHO (420G) - BORDON;Almôndega ao Molho (420g) Bordon: A Almôndega ao Molho da Bordon é feita com ingredientes selecionados, oferecendo um prato delicioso e nutritivo. Com 420g de pura tradição, cada almôndega é cozida lentamente em um molho rico e aromático, garantindo uma explosão de sabor a cada garfada. É a escolha ideal para quem deseja praticidade em suas refeições, pois já vem pronta para aquecer e servir. Ideal para qualquer ocasião, disponível em temperatura ambiente.;0789603122188;;BORDON;Outros;Temperatura Ambiente;420 g;10.080 kg (Caixa);https://www.friboionline.com.br/product/almondega-ao-molho-420g-bordon-industrializado-ambiente/390250
390255;LINGUIÇA DE FRANGO TRADICIONAL (1KG) - C.VALE;A linguiça de frango tradicional apresenta tempero equilibrado e sabor suave, sendo ideal para grelhar, assar ou fritar. Possui boa suculência e excelente rendimento, garantindo padronização no preparo. A embalagem facilita o armazenamento e o controle de porções, mantendo qualidade e conservação. Quantidade Mínima da Caixa: 12 | Quantidade Máxima da Caixa: 12;0789629538215;;C.VALE;Aves;Congelado;1 kg;12.000 kg (Caixa);https://www.friboionline.com.br/product/linguica-de-frango-tradicional-1kg-cvale-industrializado-congelado/390255
390256;SALSICHA APERITIVO (150G) - BORDON;Salsicha Aperitivo (150g) Bordon é um produto saboroso e versátil, que pode ser servido em diversas ocasiões. Apresentada em embalagens de 150g, esta salsicha é ideal para petiscos e festas. Armazenada em temperatura ambiente, sua praticidade é um destaque.;0789956721823;;BORDON;Embutidos e Processados;Temperatura Ambiente;150 g;3.600 kg (Caixa);https://www.friboionline.com.br/product/salsicha-aperitivo-150g-bordon-industrializado-ambiente/390256
390266;FILÉ DE TILÁPIA IQF PACOTE (800G) - C.VALE;O Filé de Tilápia IQF Pacote C.Vale (800g) é um pescado congelado de alta qualidade, perfeito para restaurantes, hotéis e varejo especializado. Pronto para preparo rápido, preserva sabor e textura, garantindo receitas consistentes e nutritivas em pacotes de 12 unidades. Origem: Pescado | Quantidade Mínima da Caixa: 12 | Quantidade Máxima da Caixa: 12;0789629538456;;C.VALE;Pescados;Congelado;800 g;9.600 kg (Caixa);https://www.friboionline.com.br/product/file-de-tilapia-iqf-pacote-800g-cvale-pescado-congelado/390266
390278;FIAMBRE BOVINO E FRANGO LATA (320G) - KITUT;Fiambre Bovino e Frango Lata Kitut de 320g, ideal para consumo prático e versátil. Armazenamento em temperatura ambiente, disponível em caixas de 1 a 150 unidades. Quantidade Mínima da Caixa: 1 | Quantidade Máxima da Caixa: 150;0789603120335;;KITUT;Bovinos;Temperatura Ambiente;320 g;7.680 kg (Caixa);https://www.friboionline.com.br/product/fiambre-bovino-e-frango-lata-320g-kitut-industrializado-ambiente/390278
390303;COUVE-FLOR PACOTE (1,1KG) - EASYCHEF;A couve-flor congelada em pacote de 1,1kg é ideal para estabelecimentos que buscam legumes padronizados e prontos para preparo. Mantém sabor, textura e frescor, sendo perfeita para cozidos, refogados ou preparações rápidas, garantindo qualidade consistente nos pratos.;0789680741682;;TERCEIROS;Outros;Congelado;1.1 kg;11.000 kg (Caixa);https://www.friboionline.com.br/product/couve-flor-pacote-1-1kg-easychef-vegetal-congelado/390303
390304;BRÓCOLIS PACOTE (1,1KG) - EASYCHEF;BRÓCOLIS PACOTE (1,1KG) - EASYCHEF. Vegetal congelado, pronto para uso em restaurantes, buffets e cozinhas industriais. Embalagem prática e padronizada para o atacado. Quantidade Mínima da Caixa: 10 | Quantidade Máxima da Caixa: 10;0789680741680;;EASYCHEF;Outros;Congelado;1.1 kg;11.000 kg (Caixa);https://www.friboionline.com.br/product/brocolis-pacote-1-1kg-easychef-vegetal-congelado/390304
390316;ALMÔNDEGAS AO MOLHO (830G) - BORDON;Almôndegas ao Molho (830g) Bordon: As Almôndegas ao Molho da Bordon são uma opção prática e saborosa, perfeita para quem busca uma refeição rápida e deliciosa. Com 830g de produto, elas são ideais para servir com arroz, massas ou purê. Armazenadas em temperatura ambiente, essas almôndegas oferecem um sabor caseiro e uma textura macia, tornando se uma escolha perfeita para o dia a dia.;0789843086609;;BORDON;Outros;Temperatura Ambiente;830 g;9.960 kg (Caixa);https://www.friboionline.com.br/product/almondegas-ao-molho-830g-bordon-industrializado-ambiente/390316
390384;KANI KAMA SURIMI BASTONETE PACOTE (200G) - LEARDINI;O Kani Kama Surimi Bastonete Pacote (200g) da Leardini é uma opção saborosa e prática para suas receitas. Com 1 a 50 unidades por caixa, esse produto é congelado, garantindo frescura e qualidade. Ideal para saladas ou pratos quentes, o kani kama traz um sabor especial que complementa diversas preparações. Experimente essa opção deliciosa e pratique a criatividade na sua cozinha. Origem: Pescado | Quantidade Mínima da Caixa: 1 | Quantidade Máxima da Caixa: 50;0789672922252;;LEARDINI;Pescados;Congelado;200 g;10.000 kg (Caixa);https://www.friboionline.com.br/product/kani-kama-surimi-bastonete-pacote-200g-leardini-pescado-congelado/390384
390432;PANCETA SUÍNA PORCIONADA - SEARA;A Panceta Suína Porcionada Seara oferece sabor intenso, maciez e ótima apresentação. Ideal para grelha, forno e receitas gourmet. Produto congelado, com porções padronizadas para melhor controle operacional. Origem: Suíno | Quantidade Mínima da Caixa: 20 | Quantidade Máxima da Caixa: 20;0789490427932;;SEARA;Aves;Congelado;;19.000 kg (Caixa);https://www.friboionline.com.br/product/panceta-suina-porcionada-seara-suino-congelado/390432
390467;BATATA 10MM PACOTE (2KG) - EASYCHEF;O BATATA 10MM PACOTE (2KG) - EASYCHEF é um produto de origem vegetal, comercializado em caixas de 4 a 6 unidades, mantido em temperatura congelado para garantir sua qualidade. Ideal para uso em restaurantes, açougues, supermercados e estabelecimentos que buscam oferecer padrão de excelência aos clientes. Quantidade Mínima da Caixa: 4 | Quantidade Máxima da Caixa: 6;0789680741609;;EASYCHEF;Outros;Congelado;2 kg;12.000 kg (Caixa);https://www.friboionline.com.br/product/batata-10mm-pacote-2kg-easychef-vegetal-congelado/390467
390625;MARGARINA DELÍCIA TABLETE (400G) - SEARA;A Margarina Delícia Tablete Seara é indicada para panificação e confeitaria, oferecendo ótimo desempenho no preparo de massas e receitas. Com padrão de qualidade Seara, atende operações profissionais e varejo. Quantidade Mínima da Caixa: 24 | Quantidade Máxima da Caixa: 24;0789490428101;;SEARA;Aves;Resfriado;400 g;9.600 kg (Caixa);https://www.friboionline.com.br/product/margarina-delicia-tablete-400g-seara-industrializado-resfriado/390625
390862;LINGUIÇA DE FRANGO FININHA - LAR;A linguiça de frango fininha é prática e saborosa, ideal para churrascos, grelhados e receitas rápidas. Um produto versátil que garante rendimento e ótima aceitação entre os clientes. Quantidade Mínima da Caixa: 15 | Quantidade Máxima da Caixa: 15;0789641972265;;LAR;Aves;Congelado;;15.000 kg (Caixa);https://www.friboionline.com.br/product/linguica-de-frango-fininha-lar-industrializado-congelado/390862
390873;CORAÇÃO DE FRANGO PACOTE (700G) - LAR;O Coração de Frango Pacote Lar, com 700g, é uma opção rica em proteínas e ideal para diversos pratos. A quantidade mínima e máxima da caixa é 24, facilitando o armazenamento. Sua certificação de terceiros garante qualidade. Temperatura congelado. Origem: Ave | Quantidade Mínima da Caixa: 24 | Quantidade Máxima da Caixa: 24;0789641972919;;LAR;Aves;Congelado;700 g;16.800 kg (Caixa);https://www.friboionline.com.br/product/coracao-de-frango-pacote-700g-lar-ave-congelado/390873
390888;LINGUIÇA DE FRANGO GROSSA - LAR;A linguiça de frango grossa congelada é ideal para estabelecimentos que desejam produtos prontos para preparo rápido e saboroso. Mantém textura consistente, sabor equilibrado e praticidade, sendo perfeita para grelhar, assar ou preparar pratos elaborados para atender à demanda de clientes. Quantidade Mínima da Caixa: 3 | Quantidade Máxima da Caixa: 3;0789641972227;;LAR;Aves;Congelado;;15.000 kg (Caixa);https://www.friboionline.com.br/product/linguica-de-frango-grossa-lar-industrializado-congelado/390888
391020;PICANHA SUÍNA A VÁCUO - BJP;A picanha suína a vácuo congelada é perfeita para estabelecimentos que desejam cortes nobres, suculentos e prontos para preparo rápido. Mantém sabor, maciez e consistência uniforme, sendo ideal para grelhar, assar ou preparar pratos especiais com alto padrão de qualidade. Origem: Bovino | Quantidade Mínima da Caixa: 30 | Quantidade Máxima da Caixa: 41;0790834480418;;BJP;Bovinos;Congelado;;21.500 kg (Caixa);https://www.friboionline.com.br/product/picanha-suina-a-vacuo-bjp-bovino-congelado/391020
391045;FILÉZINHO SASSAMI IQF PACOTE (1KG) - C.VALE;O filezinho sassami IQF é um corte nobre do frango, com fibras macias e sabor suave, ideal para grelhados, empanados e preparações rápidas. O congelamento IQF permite separar as peças individualmente, oferecendo praticidade, controle de porções e redução de desperdício. Mantém textura, qualidade e excelente rendimento após o preparo. Origem: Ave | Quantidade Mínima da Caixa: 15 | Quantidade Máxima da Caixa: 15;0789629538849;;C.VALE;Aves;Congelado;1 kg;15.000 kg (Caixa);https://www.friboionline.com.br/product/filezinho-sassami-iqf-pacote-1kg-cvale-ave-congelado/391045
391047;FILÉZINHO DE SASSAMI (18KG) PACOTE - C.VALE;O produto FILÉZINHO DE SASSAMI (18KG) - C.VALE é elaborado com matéria-prima selecionada, garantindo qualidade e frescor. Com origem informada como Ave, possui características ideais para preparo em diferentes receitas. Apresenta-se em formato adequado, sendo comercializado em caixas de 22 a 23 un.;0789629538397;;C.VALE;Aves;Congelado;18 kg;18.500 kg (Caixa);https://www.friboionline.com.br/product/filezinho-de-sassami-18kg-pacote-cvale-ave-congelado/391047
391233;MANTEIGA COM SAL ZERO LACTOSE (200G) - DAVACA;A Manteiga com Sal Zero Lactose (200g) da Davaca é ideal para quem busca sabor sem lactose. Com um gosto rico e cremoso, é perfeita para espalhar em pães ou para uso em receitas. Sua consistência facilita o manuseio, tornando-a uma opção prática na cozinha. Disponível em embalagens de 1 a 24 unidades, armazenada em condições adequadas para preservar frescor e qualidade. Quantidade Mínima da Caixa: 1 | Quantidade Máxima da Caixa: 24;0789731857330;;DAVACA;Outros;Resfriado;200 g;4.800 kg (Caixa);https://www.friboionline.com.br/product/manteiga-com-sal-zero-lactose-200g-davaca-industrializado-resfriado/391233
391304;FILÉ DE SALMÃO SALAR PREMIUM (1300 A 1800G) - AQUACHILE;O Filé de Salmão Salar Premium Aquachile apresenta textura macia, sabor delicado e alto padrão de qualidade. Ideal para grelhados, assados e culinária sofisticada. Produto congelado, voltado para food service e varejo premium. Origem: Pescado | Quantidade Mínima da Caixa: 6 | Quantidade Máxima da Caixa: 8;;;AQUACHILE;Pescados;Congelado;1800 g;10.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-salmao-salar-premium-1300-a-1800g-aquachile-pescado-congelado/391304
391307;FILÉ DE SALMÃO COHO PREMIUM (1300 A 1800G) - AQUACHILE;O Filé de Salmão Coho Premium Aquachile possui carne firme, sabor suave e excelente apresentação. Ideal para preparações quentes ou frias. Produto congelado, garantindo frescor e padronização. Origem: Pescado | Quantidade Mínima da Caixa: 6 | Quantidade Máxima da Caixa: 8;;;AQUACHILE;Aves;Congelado;1800 g;10.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-salmao-coho-premium-1300-a-1800g-aquachile-pescado-congelado/391307
391308;FILÉ DE SALMÃO COHO PREMIUM (1800 A 2000G) - AQUACHILE;O filé de salmão coho premium apresenta carne firme, sabor intenso e excelente suculência. Ideal para grelhados e assados, proporciona alto rendimento e ótima apresentação. O congelamento mantém as características naturais do pescado.;;;TERCEIROS;Pescados;Congelado;2000 g;10.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-salmao-coho-premium-1800-a-2000g-aquachile-pescado-congelado/391308
391320;FILÉ DE SALMÃO SALAR PREMIUM (1800 A 2000G) - AQUACHILE;O Filé de Salmão Salar Premium Aquachile em maior gramatura é indicado para operações que buscam porções generosas e alto padrão. Ideal para restaurantes e pratos especiais. Produto congelado, com controle rigoroso de qualidade. Origem: Pescado | Quantidade Mínima da Caixa: 6 | Quantidade Máxima da Caixa: 8;;;AQUACHILE;Pescados;Congelado;2000 g;10.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-salmao-salar-premium-1800-a-2000g-aquachile-pescado-congelado/391320
391345;POLENTA PALITO PACOTE (600G) - AMAI;Polenta Palito Amai em pacote de 600g, congelada, prática e saborosa. Embalada em caixas com 16 pacotes, ideal para acompanhamentos. Quantidade Mínima da Caixa: 16 | Quantidade Máxima da Caixa: 16;0789826486006;;AMAI;Outros;Congelado;600 g;9.600 kg (Caixa);https://www.friboionline.com.br/product/polenta-palito-pacote-600g-amai-vegetal-congelado/391345
391354;PERNIL SUÍNO COM OSSO E PELE - FRIVATTI;O Pernil Suíno com Osso e Pele da Frivatti é um corte saboroso e suculento, perfeito para assados. Com uma textura macia e um sabor marcante, é ideal para quem busca uma experiência rica e deliciosa na culinária. Congelado para preservar frescor e qualidade, é uma escolha prática para diversas receitas. Origem: Suíno;0789871301218;;FRIVATTI;Suínos;Congelado;;19.500 kg (Caixa);https://www.friboionline.com.br/product/pernil-suino-com-osso-e-pele-frivatti-suino-congelado/391354
391432;LINGUIÇA SUÍNA PACOTE (5KG) - FRIMESA;A Linguiça Suína Pacote (5kg) da Frimesa é uma opção saborosa e versátil para o seu cardápio. Com um tempero especial e carne suína de qualidade, proporciona um sabor rico e suculento. Perfeita para assar, grelhar ou como ingrediente em diversas receitas, garante satisfação em qualquer refeição. Armazenada congelada para preservar a frescura e a qualidade. Disponível em embalagem com 1 a 4 unidades. Quantidade Mínima da Caixa: 1 | Quantidade Máxima da Caixa: 4;0789627598118;;FRIMESA;Suínos;Congelado;5 kg;20.000 kg (Caixa);https://www.friboionline.com.br/product/linguica-suina-pacote-5kg-frimesa-industrializado-congelado/391432
391433;LINGUIÇA TOSCANA (5KG) - FRIMESA;A Linguiça Toscana (5kg) da Frimesa é uma deliciosa adição às suas refeições. Feita com carne suína de alta qualidade e temperos selecionados, proporciona um sabor autêntico e suculento. Ideal para grelhar ou assar, é perfeita para churrascos e refeições em família. Armazenada congelada para garantir frescor e qualidade. Disponível em embalagem com 1 a 4 unidades. Quantidade Mínima da Caixa: 1 | Quantidade Máxima da Caixa: 4;0789627594021;;FRIMESA;Embutidos e Processados;Congelado;5 kg;20.000 kg (Caixa);https://www.friboionline.com.br/product/linguica-toscana-5kg-frimesa-industrializado-congelado/391433
391434;LINGUIÇA TIPO CALABRESA COZIDA E FATIADA (1KG) - FRIMESA;A Linguiça Tipo Calabresa Cozida e Fatiada (1kg) da Frimesa é uma opção prática e deliciosa para suas receitas. Com um sabor intenso e defumado, é perfeita para pizzas, lanches ou pratos quentes. Sua apresentação fatiada facilita o uso em diversas preparações. Armazenada congelada, assegura frescor e qualidade. Disponível em embalagem com 1 a 8 unidades. Quantidade Mínima da Caixa: 1 | Quantidade Máxima da Caixa: 8;0789627590062;;FRIMESA;Embutidos e Processados;Congelado;1 kg;8.000 kg (Caixa);https://www.friboionline.com.br/product/linguica-tipo-calabresa-cozida-e-fatiada-1kg-frimesa-industrializado-congelado/391434
391437;FILÉ DE MERLUZÃO SEM PELE INTERFOLHADO - DEL MAR;O Filé de Merluzão Sem Pele Interfolhado do Del Mar é uma opção de pescado fresca e de alta qualidade. Ideal para grelhados e assados, proporciona uma textura firme e um sabor leve, sendo perfeito para diversas receitas. Congelado para manter suas características, é uma escolha prática e saudável. Origem: Pescado;;;DEL MAR;Pescados;Congelado;;10.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-merluzao-sem-pele-interfolhado-del-mar-pescado-congelado/391437
391438;FILÉ DE MERLUZA (60 A 200G) SEM PELE INTERFOLHADO - DEL MAR;O Filé de Merluza (60 a 200g) sem Pele Interfolhado Del Mar oferece sabor leve e textura firme. Congelado e interfolhado, evita que os filés grudem, facilitando o preparo e garantindo rendimento, ideal para restaurantes, peixarias, hotéis e cozinhas profissionais. Origem: Pescado | Quantidade Mínima da Caixa: 21 | Quantidade Máxima da Caixa: 21;;;DEL MAR;Pescados;Congelado;200 g;21.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-merluza-60-a-200g-sem-pele-interfolhado-del-mar-pescado-congelado/391438
391515;MAIONESE SACHÊ (1KG) - SALADA;A Maionese Sachê de 1 kg é perfeita para saladas e acompanhamentos. Com uma textura cremosa e sabor marcante, ela realça qualquer prato. Ideal para uso em lanches e preparações, a embalagem contém 6 unidades e deve ser mantida resfriada para preservação do sabor. Quantidade Mínima da Caixa: 6 | Quantidade Máxima da Caixa: 6;0789490427130;;SALADA;Outros;Resfriado;1 kg;6.000 kg (Caixa);https://www.friboionline.com.br/product/maionese-sache-1kg-salada-industrializado-resfriado/391515
391526;MAIONESE SALADA BALDE (3KG)- SALADA;A Maionese Salada Balde, de 3 kg, é a escolha ideal para grandes eventos e refeições em família. Com uma textura cremosa e um sabor equilibrado, ela complementa saladas e sanduíches. A embalagem tem quantidade mínima de 6 e máxima de 6. Mantenha resfriada. Quantidade Mínima da Caixa: 6 | Quantidade Máxima da Caixa: 6;0789490427124;;SALADA;Outros;Resfriado;3 kg;18.000 kg (Caixa);https://www.friboionline.com.br/product/maionese-salada-balde-3kg-salada-industrializado-resfriado/391526
391527;MAIONESE SALADA PET (500G) - SALADA;A Maionese Salada Pet, com 500 g, é prática e saborosa, ideal para lanches e refeições rápidas. Sua textura cremosa e sabor suave fazem dela uma excelente opção para acompanhar diversos pratos. A embalagem contém 12 unidades, mantenha resfriada para melhor conservação. Quantidade Mínima da Caixa: 12 | Quantidade Máxima da Caixa: 12;0789490427126;;SALADA;Aves;Resfriado;500 g;6.000 kg (Caixa);https://www.friboionline.com.br/product/maionese-salada-pet-500g-salada-industrializado-resfriado/391527
391529;MAIONESE SALADA BAG (3KG) - SALADA;A Maionese Salada Bag (3kg) Salada é prática e econômica, ideal para produção em grande escala. Com textura cremosa e sabor equilibrado, é perfeita para lanchonetes, restaurantes e buffets, garantindo agilidade no preparo e qualidade nas receitas. Quantidade Mínima da Caixa: 6 | Quantidade Máxima da Caixa: 6;0789490427123;;SALADA;Outros;Resfriado;3 kg;18.000 kg (Caixa);https://www.friboionline.com.br/product/maionese-salada-bag-3kg-salada-industrializado-resfriado/391529
391537;LINGUIÇA TIPO CALABRESA PACOTE (350G) - GRAN CORTE;A Linguiça Tipo Calabresa Pacote Gran Corte, de 350 g, traz o sabor característico e marcante para suas receitas. Ideal para grelhados e pratos diversos, sua textura e tempero são irresistíveis. A embalagem contém 18 unidades, mantenha resfriada para conservar frescor e sabor. Quantidade Mínima da Caixa: 18 | Quantidade Máxima da Caixa: 18;0789862609253;;GRAN CORTE;Suínos;Resfriado;350 g;6.300 kg (Caixa);https://www.friboionline.com.br/product/linguica-tipo-calabresa-pacote-350g-gran-corte-industrializado-resfriado/391537
391560;COXA E SOBRECOXA PACOTE - RIVELLI;A Coxa e Sobrecoxa Pacote Rivelli é um produto congelado de frango de alta qualidade, ideal para restaurantes, lanchonetes e food service. Mantém sabor, suculência e frescor, fornecido em caixas de 1 a 20 unidades, pronto para preparo rápido e consistente. Origem: Ave | Quantidade Mínima da Caixa: 1 | Quantidade Máxima da Caixa: 20;0789814920343;;RIVELLI;Aves;Congelado;;20.000 kg (Caixa);https://www.friboionline.com.br/product/coxa-e-sobrecoxa-pacote-rivelli-ave-congelado/391560
391561;ASA DE FRANGO PACOTE - RIVELLI;A Asa de Frango Pacote Rivelli é perfeita para quem busca um sabor intenso em seus pratos. Com a quantidade mínima de 1 e máxima de 20, essas asas são ideais para assados e frituras. Conserve em temperatura congelada para garantir frescor e qualidade. Origem: Ave | Quantidade Mínima da Caixa: 1 | Quantidade Máxima da Caixa: 20;0789814920459;;RIVELLI;Aves;Congelado;;20.000 kg (Caixa);https://www.friboionline.com.br/product/asa-de-frango-pacote-rivelli-ave-congelado/391561
391600;QUEIJO MUSSARELA (3KG) - CRISTAULAT;O Queijo Mussarela Cristaulat é ideal para pizzas, lanches e preparações culinárias diversas. Com excelente derretimento, sabor equilibrado e padronização, atende pizzarias, restaurantes e varejo com alto desempenho. Quantidade Mínima da Caixa: 1 | Quantidade Máxima da Caixa: 5;0789801115004;;CRISTAULAT;Outros;Resfriado;3 kg;17.000 kg (Caixa);https://www.friboionline.com.br/product/queijo-mussarela-3kg-cristaulat-lacteos-resfriado/391600
391624;FILÉ DE FRANGO SEM OSSO PACOTE - JAGUÁ;O filé de frango sem osso é um corte versátil, com textura macia e sabor suave. Ideal para grelhados, assados e frituras, oferece excelente rendimento e facilidade no preparo. O congelamento preserva qualidade e praticidade no armazenamento. Origem: Ave | Quantidade Mínima da Caixa: 15 | Quantidade Máxima da Caixa: 25;0789830425620;;JAGUA;Aves;Congelado;;20.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-frango-sem-osso-pacote-jagua-ave-congelado/391624
391691;MARGARINA 80% (15KG) - CUKIN;A Margarina 80% Cukin é uma opção versátil e de alta qualidade para uso em preparações culinárias que exigem consistência e sabor. Mantida resfriada, essa margarina garante excelente performance em receitas de bolos, pães e tortas, oferecendo resultados consistentes e deliciosos. Com 80% de gordura, é uma escolha ideal para quem busca praticidade e performance na cozinha, garantindo sabor equilibrado e uma textura perfeita em cada preparo.;0789490427204;;CUKIN;Outros;Resfriado;15 kg;15.000 kg (Caixa);https://www.friboionline.com.br/product/margarina-80-15kg-cukin-industrializado-resfriado/391691
391692;COXINHA DA ASA INTERFOLHADA - C.VALE;A Coxinha da Asa Interfolhada C.Vale é perfeita para frituras e assados. Com quantidade mínima de 18 e máxima de 18, oferece sabor e suculência. Mantenha congelada para preservar frescor e qualidade em suas receitas. Origem: Ave | Quantidade Mínima da Caixa: 18 | Quantidade Máxima da Caixa: 18;0789629538562;;C.VALE;Aves;Congelado;;18.000 kg (Caixa);https://www.friboionline.com.br/product/coxinha-da-asa-interfolhada-cvale-ave-congelado/391692
391693;FILÉ DE PANGA PREMIUM PACOTE (500G) - PLANALTO;O Filé de Panga Premium Pacote (500g) Planalto é uma escolha saudável e prática. Com origem em pescado, ideal para grelhados e frituras. A embalagem contém quantidade mínima de 20 e máxima de 20, mantenha congelado para garantir frescor e qualidade. Origem: Pescado | Quantidade Mínima da Caixa: 20 | Quantidade Máxima da Caixa: 20;0789873308019;;PLANALTO;Pescados;Congelado;500 g;10.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-panga-premium-pacote-500g-planalto-pescado-congelado/391693
